,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000078496,23,7,39,22,33,44,32,40
ENSMUSG00000081301,12,18,0,14,4,6,5,4
ENSMUSG00000096440,5,2,11,0,2,12,6,8
ENSMUSG00000082599,4,8,0,12,2,4,0,6
ENSMUSG00000078160,8,11,54,25,20,36,11,20
ENSMUSG00000065999,3,12,0,8,8,6,3,8
ENSMUSG00000066000,11,1,4,14,7,7,13,14
ENSMUSG00000096065,0,0,0,0,0,0,0,0
ENSMUSG00000086130,5,2,0,1,4,0,0,0
ENSMUSG00000062518,1,0,0,3,6,9,0,1
ENSMUSG00000096521,3,0,0,2,0,0,0,3
ENSMUSG00000081179,2,6,4,3,13,5,9,10
ENSMUSG00000083642,4,1,0,1,2,5,0,1
ENSMUSG00000078495,39,12,32,22,15,28,21,19
ENSMUSG00000093594,7,13,3,2,0,6,7,4
ENSMUSG00000080059,3,1,7,11,1,10,11,4
ENSMUSG00000059423,81,56,112,94,88,75,69,134
ENSMUSG00000029022,64,69,149,66,67,81,92,108
ENSMUSG00000070583,42,33,79,32,33,34,71,39
ENSMUSG00000029020,176,182,459,237,275,317,344,323
ENSMUSG00000083340,2,13,3,4,5,2,5,1
ENSMUSG00000019055,151,191,377,183,190,193,259,292
ENSMUSG00000044496,82,103,173,104,134,159,135,150
ENSMUSG00000029019,0,0,0,3,0,0,0,1
ENSMUSG00000041616,4,5,0,1,6,6,0,0
ENSMUSG00000086806,6,5,16,15,3,2,7,2
ENSMUSG00000029016,64,97,155,89,111,139,115,105
ENSMUSG00000083473,1,1,0,0,0,0,5,2
ENSMUSG00000029009,192,253,512,325,406,441,421,471
ENSMUSG00000094320,1,2,2,0,0,0,0,0
ENSMUSG00000078494,8,5,4,5,8,5,0,0
ENSMUSG00000029007,99,143,262,135,176,173,150,242
ENSMUSG00000029005,12,16,0,21,6,10,2,15
ENSMUSG00000029003,34,36,102,60,58,79,74,49
ENSMUSG00000055401,24,37,49,35,29,37,63,72
ENSMUSG00000099043,0,0,0,0,0,0,0,0
ENSMUSG00000029001,26,47,35,22,41,46,46,29
ENSMUSG00000041556,10,1,11,0,3,5,5,9
ENSMUSG00000041544,12,8,0,26,3,22,2,3
ENSMUSG00000087027,7,1,0,0,0,1,0,0
ENSMUSG00000086326,0,2,0,0,0,0,0,0
ENSMUSG00000047719,12,18,46,37,24,65,48,18
ENSMUSG00000064648,6,0,0,0,0,1,0,3
ENSMUSG00000028991,356,442,913,590,558,756,811,767
ENSMUSG00000028989,56,24,25,6,0,11,5,14
ENSMUSG00000089081,6,0,0,0,1,0,0,3
ENSMUSG00000088625,1,4,8,1,6,5,5,1
ENSMUSG00000017264,242,294,584,362,408,431,435,438
ENSMUSG00000082860,0,1,0,0,0,0,0,0
ENSMUSG00000087217,0,0,2,0,0,0,0,0
ENSMUSG00000006442,44,27,74,45,44,44,88,53
ENSMUSG00000028979,8,13,8,3,3,7,9,9
ENSMUSG00000041459,646,809,1638,816,1073,1180,1353,1383
ENSMUSG00000070577,8,4,6,0,9,4,5,5
ENSMUSG00000087273,1,2,0,0,0,2,0,0
ENSMUSG00000028977,30,25,5,23,21,17,1,33
ENSMUSG00000086766,0,6,0,2,1,0,1,0
ENSMUSG00000086606,5,4,2,0,3,1,2,4
ENSMUSG00000086740,13,9,0,13,8,15,0,3
ENSMUSG00000028975,84,114,226,155,133,197,183,153
ENSMUSG00000081086,0,0,0,2,0,0,0,0
ENSMUSG00000028974,56,50,98,53,49,67,82,85
ENSMUSG00000028971,0,2,0,0,0,4,0,1
ENSMUSG00000073705,4,13,6,5,9,7,4,7
ENSMUSG00000080746,4,14,7,3,0,6,6,13
ENSMUSG00000028961,316,345,815,479,415,526,698,697
ENSMUSG00000063077,1019,1098,2321,1375,1430,1669,1493,1835
ENSMUSG00000028960,400,413,966,456,600,633,595,756
ENSMUSG00000085286,1,0,3,3,0,0,0,7
ENSMUSG00000085807,0,0,0,0,0,2,0,0
ENSMUSG00000085819,15,12,4,13,6,3,0,4
ENSMUSG00000028996,3,0,5,0,0,1,0,0
ENSMUSG00000070572,0,0,0,0,0,2,0,0
ENSMUSG00000028992,30,28,69,31,60,50,58,70
ENSMUSG00000087198,4,7,0,2,3,3,1,2
ENSMUSG00000028990,44,66,143,100,108,156,104,127
ENSMUSG00000083811,0,2,9,0,4,1,2,3
ENSMUSG00000084646,1,0,3,0,0,1,0,0
ENSMUSG00000028988,50,68,131,80,131,158,180,106
ENSMUSG00000093403,0,3,0,0,1,1,0,0
ENSMUSG00000086949,2,0,0,1,3,3,0,0
ENSMUSG00000039953,572,651,1451,891,930,1164,1185,1004
ENSMUSG00000039936,5,32,19,17,20,13,9,26
ENSMUSG00000098580,0,0,0,0,0,0,0,0
ENSMUSG00000044700,147,131,291,149,170,221,232,188
ENSMUSG00000028982,13,23,59,46,44,32,48,37
ENSMUSG00000085403,4,4,0,1,7,0,0,0
ENSMUSG00000085368,3,0,1,1,0,0,0,0
ENSMUSG00000084807,4,9,0,0,0,1,0,0
ENSMUSG00000081601,0,0,0,0,0,0,0,0
ENSMUSG00000083173,1,4,5,2,1,0,0,0
ENSMUSG00000064798,1,0,0,0,1,0,0,0
ENSMUSG00000106221,0,0,0,0,0,0,0,0
ENSMUSG00000039911,607,418,1089,938,1121,1286,1106,1045
ENSMUSG00000086767,1,0,0,5,2,5,3,0
ENSMUSG00000028980,641,1081,1357,844,1067,1029,996,1275
ENSMUSG00000086665,14,9,35,10,8,12,5,25
ENSMUSG00000065493,1,0,0,0,0,0,0,0
ENSMUSG00000102813,13,9,33,10,15,15,12,19
ENSMUSG00000047875,155,164,394,162,198,228,237,253
ENSMUSG00000087094,1,4,0,0,2,0,0,2
ENSMUSG00000028976,16,6,5,5,8,7,1,10
ENSMUSG00000062064,11,10,0,11,10,5,0,4
ENSMUSG00000028972,5,3,0,9,4,2,0,0
ENSMUSG00000082140,0,0,0,0,0,0,0,0
ENSMUSG00000063524,154,258,349,258,259,305,352,344
ENSMUSG00000039852,1554,1819,4134,2059,2781,2878,2675,3661
ENSMUSG00000085787,1,1,1,0,3,2,9,0
ENSMUSG00000089292,6,11,39,18,36,16,8,26
ENSMUSG00000085213,15,13,22,12,20,21,26,26
ENSMUSG00000039838,12,4,0,3,12,14,2,8
ENSMUSG00000085869,0,11,0,0,1,6,0,1
ENSMUSG00000085097,4,3,0,1,0,3,2,1
ENSMUSG00000078492,6,2,0,0,2,3,0,2
ENSMUSG00000084314,3,4,0,3,0,0,1,9
ENSMUSG00000028967,6047,5636,10912,7457,9680,11157,7946,11664
ENSMUSG00000028964,73,64,172,134,135,161,164,120
ENSMUSG00000028965,7,6,1,2,6,6,0,24
ENSMUSG00000014592,93,99,151,109,121,132,122,144
ENSMUSG00000064476,0,0,0,1,0,2,0,2
ENSMUSG00000028963,8,0,0,1,3,2,1,4
ENSMUSG00000028957,76,238,248,163,228,345,308,273
ENSMUSG00000028955,83,115,207,146,157,182,248,228
ENSMUSG00000078491,6,7,0,4,10,5,2,2
ENSMUSG00000085593,0,0,0,0,1,0,0,0
ENSMUSG00000104142,2,0,0,0,0,0,0,0
ENSMUSG00000039768,166,179,300,170,180,221,242,241
ENSMUSG00000039759,54,69,141,59,86,128,62,91
ENSMUSG00000047777,213,204,499,334,333,478,325,363
ENSMUSG00000108391,3,1,13,8,4,3,5,5
ENSMUSG00000073700,153,234,447,236,272,266,307,448
ENSMUSG00000028952,33,76,99,58,73,65,60,78
ENSMUSG00000028950,4,4,2,2,2,0,2,7
ENSMUSG00000028948,123,150,287,164,180,154,140,276
ENSMUSG00000039713,141,100,277,147,224,254,292,164
ENSMUSG00000024793,16,5,17,13,12,24,4,34
ENSMUSG00000028943,28,20,50,34,33,40,20,44
ENSMUSG00000081544,0,0,0,0,0,0,0,0
ENSMUSG00000028940,3,1,0,10,1,5,0,0
ENSMUSG00000028937,27,36,38,83,53,54,60,38
ENSMUSG00000098385,4,1,0,1,0,2,6,2
ENSMUSG00000085724,0,2,11,7,1,0,1,0
ENSMUSG00000042804,347,408,857,578,712,752,972,633
ENSMUSG00000028946,2,6,0,0,4,1,12,1
ENSMUSG00000039662,133,134,329,188,256,249,261,268
ENSMUSG00000058498,19,9,4,10,13,8,9,3
ENSMUSG00000028936,337,299,698,384,326,647,609,591
ENSMUSG00000005045,20,36,23,34,9,20,9,25
ENSMUSG00000085179,6,7,0,0,5,1,0,0
ENSMUSG00000028931,10,5,1,18,8,19,4,9
ENSMUSG00000090057,1,0,0,2,0,0,0,0
ENSMUSG00000089757,3,0,0,0,0,11,0,2
ENSMUSG00000039577,21,11,16,17,29,32,9,19
ENSMUSG00000083078,0,0,0,0,0,0,0,1
ENSMUSG00000073699,1,0,0,0,3,5,0,0
ENSMUSG00000080360,0,0,0,0,0,0,0,0
ENSMUSG00000085648,0,3,0,1,0,0,0,0
ENSMUSG00000087454,0,0,0,1,0,2,0,0
ENSMUSG00000039546,26,10,7,5,5,3,1,4
ENSMUSG00000077519,0,0,0,0,1,1,0,0
ENSMUSG00000085390,0,1,0,1,0,1,0,0
ENSMUSG00000086272,0,8,0,4,0,0,0,0
ENSMUSG00000047613,9,27,51,22,30,18,63,47
ENSMUSG00000029027,46,38,70,44,75,68,78,86
ENSMUSG00000039523,188,190,370,218,244,288,218,313
ENSMUSG00000029028,74,135,241,135,134,166,132,183
ENSMUSG00000078350,68,47,110,118,86,119,119,131
ENSMUSG00000039492,10,8,0,7,3,1,4,5
ENSMUSG00000080807,0,1,0,6,1,3,0,0
ENSMUSG00000082073,1,1,0,0,4,1,0,0
ENSMUSG00000029026,13,9,0,8,2,3,0,6
ENSMUSG00000087071,2,1,0,5,1,4,0,0
ENSMUSG00000088774,3,1,0,0,0,0,0,0
ENSMUSG00000029029,27,22,35,34,47,32,50,39
ENSMUSG00000029030,125,173,373,207,223,212,235,219
ENSMUSG00000057751,49,231,49,18,6,44,3,124
ENSMUSG00000081276,0,1,0,3,0,2,0,0
ENSMUSG00000029032,16,7,1,8,5,16,12,9
ENSMUSG00000039410,157,208,295,205,197,293,236,219
ENSMUSG00000097871,1,0,0,0,0,1,2,9
ENSMUSG00000086565,0,1,1,4,0,2,0,0
ENSMUSG00000084987,2,7,2,4,5,8,0,0
ENSMUSG00000085069,5,6,7,3,3,3,3,14
ENSMUSG00000098424,0,0,0,0,0,0,0,0
ENSMUSG00000086810,14,1,0,3,1,0,5,5
ENSMUSG00000051276,7,1,0,0,0,0,0,0
ENSMUSG00000046637,8,5,3,3,7,0,0,8
ENSMUSG00000087437,2,3,0,1,0,1,2,0
ENSMUSG00000058183,8,20,0,14,6,9,0,9
ENSMUSG00000029059,3,12,19,10,14,10,17,15
ENSMUSG00000042333,59,85,170,86,74,123,97,119
ENSMUSG00000092483,4,0,0,0,0,0,5,0
ENSMUSG00000048001,3,2,0,0,0,1,0,0
ENSMUSG00000029056,158,136,244,143,192,198,155,228
ENSMUSG00000029055,30,17,4,19,27,16,4,12
ENSMUSG00000073686,7,8,0,6,1,6,0,3
ENSMUSG00000029047,21,22,35,27,43,30,35,32
ENSMUSG00000029048,175,128,336,189,192,282,340,268
ENSMUSG00000029049,49,44,67,59,51,62,58,56
ENSMUSG00000029050,1756,1687,3774,2282,3410,3223,2530,3592
ENSMUSG00000073684,45,52,92,46,65,54,66,82
ENSMUSG00000029053,11,17,1,6,19,7,10,12
ENSMUSG00000098729,2,1,0,0,0,1,1,0
ENSMUSG00000029054,2,7,0,6,5,9,4,8
ENSMUSG00000084803,14,38,39,17,27,21,24,32
ENSMUSG00000078490,34,66,45,26,41,42,23,44
ENSMUSG00000023153,1,3,0,0,0,0,0,0
ENSMUSG00000029064,731,612,1421,1054,1224,1368,1441,1310
ENSMUSG00000082429,0,1,0,1,4,1,1,1
ENSMUSG00000029063,193,184,472,294,337,509,456,400
ENSMUSG00000042202,149,157,280,176,180,214,196,254
ENSMUSG00000086682,13,8,14,9,30,28,13,18
ENSMUSG00000073682,14,5,30,8,17,21,17,19
ENSMUSG00000085063,3,2,7,2,7,8,5,9
ENSMUSG00000029062,385,503,821,532,576,744,668,696
ENSMUSG00000029061,152,197,363,379,230,393,384,338
ENSMUSG00000029060,174,240,486,262,337,421,350,413
ENSMUSG00000074738,22,13,14,10,27,33,16,26
ENSMUSG00000029038,50,69,229,136,141,156,155,195
ENSMUSG00000064916,0,0,0,3,0,0,0,0
ENSMUSG00000096221,23,25,34,22,34,35,20,38
ENSMUSG00000084845,22,36,35,30,29,61,19,34
ENSMUSG00000029036,99,126,212,133,101,125,133,122
ENSMUSG00000054514,10,10,15,12,11,14,9,14
ENSMUSG00000042116,37,25,48,38,36,76,75,39
ENSMUSG00000097728,25,20,25,17,33,20,37,36
ENSMUSG00000073680,12,5,22,9,10,8,6,20
ENSMUSG00000098638,0,3,0,1,0,2,0,0
ENSMUSG00000078487,5,3,5,6,0,2,6,7
ENSMUSG00000029066,42,26,120,71,54,63,71,65
ENSMUSG00000029068,1335,1611,2931,1631,2225,2308,2096,2466
ENSMUSG00000065990,85,91,234,129,142,148,202,167
ENSMUSG00000073679,1,0,0,2,0,0,0,2
ENSMUSG00000029070,420,551,1224,717,761,1074,1086,945
ENSMUSG00000029071,211,324,451,246,320,398,377,382
ENSMUSG00000029072,7,8,24,10,12,28,7,17
ENSMUSG00000029073,18,18,63,23,42,16,19,32
ENSMUSG00000029034,66,74,91,120,134,93,124,129
ENSMUSG00000051557,30,46,64,47,45,61,97,69
ENSMUSG00000029033,233,231,494,286,366,362,351,382
ENSMUSG00000096174,1,4,10,0,2,3,0,9
ENSMUSG00000023286,95,110,190,137,177,230,173,208
ENSMUSG00000023571,24,36,34,27,28,51,28,48
ENSMUSG00000050796,19,9,30,26,20,24,29,35
ENSMUSG00000029076,473,510,1244,713,786,1018,1206,973
ENSMUSG00000029075,26,16,5,8,9,4,7,23
ENSMUSG00000103183,33,78,114,53,41,69,75,97
ENSMUSG00000087381,34,54,113,49,46,77,71,81
ENSMUSG00000088545,0,0,2,1,2,1,0,3
ENSMUSG00000041954,9,9,11,10,5,1,7,11
ENSMUSG00000029074,9,12,0,24,2,10,0,3
ENSMUSG00000086549,1,2,0,1,1,3,0,0
ENSMUSG00000065427,0,0,0,0,0,0,0,0
ENSMUSG00000065400,0,0,0,0,0,0,0,1
ENSMUSG00000065549,0,0,0,0,0,0,0,0
ENSMUSG00000059939,62,71,140,85,87,81,91,88
ENSMUSG00000110404,0,1,6,7,6,10,1,3
ENSMUSG00000041936,503,562,1451,836,823,1191,1198,1561
ENSMUSG00000035692,43,47,196,95,89,141,125,209
ENSMUSG00000078349,62,104,255,45,72,72,60,166
ENSMUSG00000078486,31,79,129,10,30,21,32,125
ENSMUSG00000078485,136,154,295,166,174,250,237,196
ENSMUSG00000098954,0,0,0,0,0,0,0,0
ENSMUSG00000095567,189,238,470,265,256,278,255,386
ENSMUSG00000096351,6,6,1,5,1,6,19,6
ENSMUSG00000111895,2,3,2,0,3,0,5,3
ENSMUSG00000057021,6,4,0,3,9,8,0,5
ENSMUSG00000096042,6,0,0,0,0,1,0,0
ENSMUSG00000098947,0,0,0,0,0,2,0,0
ENSMUSG00000090577,3,0,0,4,1,1,0,0
ENSMUSG00000105722,0,1,0,0,0,0,0,1
ENSMUSG00000106520,2,0,0,2,0,4,0,6
ENSMUSG00000106504,0,3,0,1,0,0,0,0
ENSMUSG00000090701,0,0,0,2,5,0,0,0
ENSMUSG00000091936,4,0,0,0,0,0,0,6
ENSMUSG00000106399,0,3,0,0,0,0,0,0
ENSMUSG00000091483,2,1,0,0,2,0,0,0
ENSMUSG00000105800,16,8,0,1,4,3,0,6
ENSMUSG00000062353,11,13,39,11,11,18,21,30
ENSMUSG00000106658,4,0,0,5,0,0,0,1
ENSMUSG00000040274,216,222,566,292,403,408,380,390
ENSMUSG00000106588,5,1,4,0,0,5,2,1
ENSMUSG00000105534,9,0,0,0,0,0,3,0
ENSMUSG00000058503,248,265,567,327,498,379,408,488
ENSMUSG00000105656,2,3,11,7,12,15,10,10
ENSMUSG00000065044,1,1,0,0,0,0,3,0
ENSMUSG00000008307,87,113,213,124,165,152,125,154
ENSMUSG00000040302,45,62,123,56,86,79,44,69
ENSMUSG00000104891,22,18,51,17,32,27,36,46
ENSMUSG00000005907,76,146,224,124,199,198,168,254
ENSMUSG00000105130,6,0,3,1,0,0,0,2
ENSMUSG00000104950,15,10,33,15,21,11,10,21
ENSMUSG00000007415,133,135,277,193,181,200,246,162
ENSMUSG00000014529,10,8,0,1,1,2,4,5
ENSMUSG00000093279,0,0,0,0,0,0,0,0
ENSMUSG00000040351,236,262,553,435,484,531,472,532
ENSMUSG00000092698,0,0,0,0,1,0,0,0
ENSMUSG00000105950,31,12,54,50,59,58,49,75
ENSMUSG00000000600,442,395,1034,691,843,847,780,750
ENSMUSG00000040367,21,7,5,13,7,10,13,33
ENSMUSG00000104699,1,0,0,1,0,1,0,0
ENSMUSG00000040429,11,2,18,16,10,18,11,21
ENSMUSG00000040407,1410,1465,3916,2295,2264,2733,3093,2593
ENSMUSG00000105893,27,24,42,29,26,39,28,47
ENSMUSG00000106535,16,11,9,22,24,17,21,11
ENSMUSG00000001467,70,41,97,164,172,265,251,126
ENSMUSG00000053178,6,4,9,4,6,2,6,9
ENSMUSG00000044674,329,410,748,909,1023,1242,915,615
ENSMUSG00000083921,1,7,2,0,1,0,2,0
ENSMUSG00000105560,7,11,6,10,7,7,2,6
ENSMUSG00000104656,1,8,0,0,0,0,0,0
ENSMUSG00000028926,581,529,1342,852,1217,1048,1100,1157
ENSMUSG00000106212,44,20,35,37,70,29,46,38
ENSMUSG00000105062,27,17,31,24,45,24,51,52
ENSMUSG00000093159,1,0,3,0,2,0,0,0
ENSMUSG00000106472,20,13,33,44,56,45,26,54
ENSMUSG00000106272,0,0,0,0,0,0,0,0
ENSMUSG00000105400,0,0,0,0,0,0,0,0
ENSMUSG00000106054,34,26,38,52,69,42,43,88
ENSMUSG00000105287,9,13,28,23,27,41,36,34
ENSMUSG00000105864,48,26,102,68,94,55,79,99
ENSMUSG00000106202,30,16,57,51,64,53,56,69
ENSMUSG00000104867,30,15,56,38,51,42,44,41
ENSMUSG00000079666,6,0,0,3,1,1,0,5
ENSMUSG00000046798,75,79,216,152,158,181,182,185
ENSMUSG00000040464,68,67,111,63,64,82,63,95
ENSMUSG00000104716,1,0,0,2,0,0,0,0
ENSMUSG00000073234,6,3,0,5,4,5,5,3
ENSMUSG00000040473,40,38,69,51,32,45,28,38
ENSMUSG00000015653,113,110,207,111,130,156,142,94
ENSMUSG00000105996,2,1,0,1,0,0,1,0
ENSMUSG00000015652,3,4,11,4,2,2,11,3
ENSMUSG00000097554,0,0,1,3,1,1,6,2
ENSMUSG00000100801,88,98,258,128,139,170,156,170
ENSMUSG00000104952,8,11,0,1,0,0,7,1
ENSMUSG00000088692,3,4,0,1,0,0,0,0
ENSMUSG00000105370,6,6,0,7,2,4,1,1
ENSMUSG00000106308,2,0,0,0,0,0,0,0
ENSMUSG00000088380,2,0,0,0,0,0,0,0
ENSMUSG00000106064,2,0,0,0,3,2,2,0
ENSMUSG00000104663,0,5,0,0,8,1,0,0
ENSMUSG00000105487,0,0,0,1,0,1,0,0
ENSMUSG00000106532,1,0,0,0,0,0,0,0
ENSMUSG00000092094,4,0,4,1,8,5,5,11
ENSMUSG00000064851,0,0,0,0,3,0,0,0
ENSMUSG00000095159,3,4,2,5,1,1,3,6
ENSMUSG00000105711,4,3,0,3,2,1,0,1
ENSMUSG00000105980,2,0,0,0,0,2,2,0
ENSMUSG00000105832,3,0,0,0,3,1,0,4
ENSMUSG00000040514,14,3,0,2,7,2,2,6
ENSMUSG00000098077,0,0,0,0,0,0,0,3
ENSMUSG00000105068,9,6,3,2,2,8,20,7
ENSMUSG00000081226,4,7,2,0,2,0,0,0
ENSMUSG00000080515,0,0,0,2,0,0,0,0
ENSMUSG00000104624,0,0,0,0,1,5,0,0
ENSMUSG00000012428,1038,1455,2068,1580,1334,2169,2172,1814
ENSMUSG00000086528,0,0,0,2,2,1,1,0
ENSMUSG00000003161,178,204,299,240,224,286,342,314
ENSMUSG00000082867,0,0,0,3,4,0,0,0
ENSMUSG00000040537,45,26,2,29,11,12,8,16
ENSMUSG00000094226,2,1,0,2,2,0,0,1
ENSMUSG00000095290,2,1,0,0,1,7,0,0
ENSMUSG00000088103,1,0,0,1,0,0,0,5
ENSMUSG00000106265,0,0,0,0,2,0,0,0
ENSMUSG00000002297,37,22,39,60,49,46,60,41
ENSMUSG00000054099,73,105,149,121,105,122,82,128
ENSMUSG00000040570,10,12,8,10,9,9,13,13
ENSMUSG00000105740,5,1,0,2,6,2,0,2
ENSMUSG00000040584,68,82,172,156,144,119,198,115
ENSMUSG00000105392,2,0,0,5,0,8,3,4
ENSMUSG00000104535,5,2,0,7,3,1,0,9
ENSMUSG00000097279,1,1,0,2,1,8,1,1
ENSMUSG00000028970,86,114,150,119,156,195,180,156
ENSMUSG00000105870,5,2,1,1,13,8,4,4
ENSMUSG00000042476,20,33,4,23,18,9,13,18
ENSMUSG00000106664,2,2,0,2,1,1,0,1
ENSMUSG00000003623,149,179,410,214,273,318,368,373
ENSMUSG00000078183,0,3,0,0,0,1,2,0
ENSMUSG00000102921,0,0,0,1,0,0,2,0
ENSMUSG00000099209,0,0,0,0,0,0,0,0
ENSMUSG00000084923,0,0,0,0,3,2,0,0
ENSMUSG00000079659,103,75,230,102,148,173,133,158
ENSMUSG00000042508,363,317,867,455,545,647,686,745
ENSMUSG00000089562,2,3,1,0,0,1,0,1
ENSMUSG00000080875,0,1,6,4,0,2,1,3
ENSMUSG00000089926,6,2,0,4,1,1,5,0
ENSMUSG00000056004,24,13,4,21,6,9,10,9
ENSMUSG00000086115,1,0,0,0,0,0,0,0
ENSMUSG00000077896,0,0,0,0,0,0,4,0
ENSMUSG00000003974,8,7,0,5,6,9,1,13
ENSMUSG00000106637,6,0,0,4,0,4,1,0
ENSMUSG00000089399,0,0,0,0,0,0,0,0
ENSMUSG00000105348,2,2,0,3,0,0,0,0
ENSMUSG00000106661,1,1,0,5,0,0,0,5
ENSMUSG00000091487,2,4,0,1,1,4,0,0
ENSMUSG00000105173,0,1,0,0,2,7,0,8
ENSMUSG00000073226,2,0,0,0,0,2,0,0
ENSMUSG00000100895,6,0,0,1,0,3,0,1
ENSMUSG00000069355,4,8,0,2,2,0,0,2
ENSMUSG00000105157,4,2,0,2,0,2,2,5
ENSMUSG00000091817,1,0,0,4,0,2,0,0
ENSMUSG00000105536,2,5,0,1,1,7,0,3
ENSMUSG00000106274,0,0,0,0,0,0,0,0
ENSMUSG00000105295,0,0,0,1,0,1,0,0
ENSMUSG00000105657,0,1,0,8,0,0,0,0
ENSMUSG00000091422,3,2,0,0,1,1,0,1
ENSMUSG00000104942,1,0,0,0,0,0,0,2
ENSMUSG00000106652,1,0,0,1,1,5,1,0
ENSMUSG00000095710,0,0,0,0,0,0,0,0
ENSMUSG00000091933,3,0,0,2,0,0,0,0
ENSMUSG00000104834,3,0,0,0,1,0,0,0
ENSMUSG00000105978,0,0,0,0,0,0,0,0
ENSMUSG00000106477,0,0,0,0,0,0,0,0
ENSMUSG00000106506,3,0,0,0,3,0,0,0
ENSMUSG00000094025,2,0,0,0,0,2,0,2
ENSMUSG00000105705,4,0,0,0,2,5,0,0
ENSMUSG00000104982,2,0,0,0,5,0,0,3
ENSMUSG00000095918,1,3,0,1,0,1,0,1
ENSMUSG00000104811,1,0,0,1,4,4,0,0
ENSMUSG00000096846,1,0,0,1,0,0,0,0
ENSMUSG00000105564,0,1,0,0,0,0,0,2
ENSMUSG00000106148,0,0,0,2,0,0,0,0
ENSMUSG00000095829,0,0,0,0,0,0,0,0
ENSMUSG00000106351,1,2,0,0,0,4,0,3
ENSMUSG00000106034,0,0,0,0,0,0,0,0
ENSMUSG00000096732,0,0,0,1,0,0,0,0
ENSMUSG00000104601,1,1,0,0,0,0,0,0
ENSMUSG00000105549,6,8,0,7,3,0,0,9
ENSMUSG00000105688,5,0,0,0,0,0,0,0
ENSMUSG00000095296,6,4,0,0,2,4,0,0
ENSMUSG00000106156,4,0,0,0,1,0,0,0
ENSMUSG00000104789,0,0,0,0,0,0,0,0
ENSMUSG00000091903,1,0,0,1,1,0,0,0
ENSMUSG00000104774,0,0,0,0,0,0,0,0
ENSMUSG00000105299,0,7,0,0,0,1,0,0
ENSMUSG00000094105,0,6,0,0,6,1,0,0
ENSMUSG00000099391,0,0,0,2,2,2,0,0
ENSMUSG00000105364,1,1,0,0,0,3,0,0
ENSMUSG00000094205,0,0,0,1,0,0,0,0
ENSMUSG00000104578,1,0,0,0,0,0,0,0
ENSMUSG00000105479,0,4,0,1,2,0,2,2
ENSMUSG00000094036,1,4,0,7,0,0,0,0
ENSMUSG00000106410,4,0,0,0,0,3,0,0
ENSMUSG00000106026,0,0,0,0,0,0,0,0
ENSMUSG00000067848,5,0,0,3,0,0,3,1
ENSMUSG00000105171,7,0,0,1,1,0,0,0
ENSMUSG00000099516,2,8,0,5,0,0,0,0
ENSMUSG00000103740,2,0,0,0,4,0,0,0
ENSMUSG00000105155,9,1,0,2,0,3,0,4
ENSMUSG00000104941,0,2,0,1,0,0,0,2
ENSMUSG00000040254,38,29,131,49,19,53,19,60
ENSMUSG00000105854,4,5,0,6,1,4,3,0
ENSMUSG00000104632,1,5,1,4,6,10,3,2
ENSMUSG00000105237,2,4,0,2,0,3,0,2
ENSMUSG00000094310,1,2,0,3,0,0,0,0
ENSMUSG00000096810,0,1,1,0,0,2,0,2
ENSMUSG00000104577,11,21,0,8,5,2,9,3
ENSMUSG00000062038,0,0,0,0,0,1,0,0
ENSMUSG00000028883,56,39,37,61,50,48,71,45
ENSMUSG00000105334,5,1,0,15,2,3,0,5
ENSMUSG00000105750,13,4,0,9,0,10,4,6
ENSMUSG00000105041,0,7,0,1,1,2,7,1
ENSMUSG00000104626,7,14,3,7,2,6,2,5
ENSMUSG00000105366,0,0,0,1,1,0,5,1
ENSMUSG00000104905,2,2,0,5,0,7,0,5
ENSMUSG00000104638,0,1,0,0,1,3,0,0
ENSMUSG00000105833,7,6,0,1,0,1,0,0
ENSMUSG00000090991,6,5,0,11,0,7,0,0
ENSMUSG00000067855,7,3,0,10,4,10,0,4
ENSMUSG00000090793,3,8,0,0,3,2,0,0
ENSMUSG00000106615,2,5,0,8,2,0,0,0
ENSMUSG00000105521,0,0,0,0,0,3,0,0
ENSMUSG00000105614,6,1,0,0,0,0,2,0
ENSMUSG00000089244,1,0,0,0,0,0,0,0
ENSMUSG00000063531,28,28,24,19,22,23,5,11
ENSMUSG00000105528,4,2,0,1,0,0,0,0
ENSMUSG00000085352,0,0,0,0,1,2,0,0
ENSMUSG00000106310,8,8,0,8,11,8,0,3
ENSMUSG00000061601,59,47,0,54,33,69,9,22
ENSMUSG00000097976,1,5,0,4,0,5,0,0
ENSMUSG00000106491,2,5,0,10,0,4,0,4
ENSMUSG00000105485,2,4,0,2,0,4,5,1
ENSMUSG00000104625,1,3,0,1,0,0,5,0
ENSMUSG00000106048,9,4,0,0,1,5,1,4
ENSMUSG00000106411,3,6,0,11,0,1,0,6
ENSMUSG00000105578,4,2,0,4,0,8,0,1
ENSMUSG00000098233,8,2,0,9,3,6,0,1
ENSMUSG00000105571,7,0,0,0,0,1,0,1
ENSMUSG00000104672,9,12,0,8,1,4,2,4
ENSMUSG00000033219,0,2,0,14,7,2,0,4
ENSMUSG00000091255,1,3,0,3,1,1,0,1
ENSMUSG00000072188,6,11,0,2,1,12,0,4
ENSMUSG00000091897,0,5,0,5,7,4,0,5
ENSMUSG00000106004,7,7,0,17,9,10,4,7
ENSMUSG00000099762,4,10,0,9,5,2,0,3
