,D786T08,D786T05,D786T07,D786T02,D786T04,D786T03,D786T01,D786T06
ENSMUSG00000081768,0,0,0,0,1,0,0,0
ENSMUSG00000066584,3,3,0,0,0,7,0,0
ENSMUSG00000066583,1,1,0,0,0,0,0,0
ENSMUSG00000083434,0,2,0,0,0,0,0,0
ENSMUSG00000080947,0,0,0,1,1,0,0,0
ENSMUSG00000078752,0,0,0,1,0,0,0,0
ENSMUSG00000036459,48,67,113,92,133,91,105,120
ENSMUSG00000052997,228,260,437,275,300,430,441,343
ENSMUSG00000081491,3,0,0,0,0,0,0,0
ENSMUSG00000081161,1,0,0,0,1,0,0,0
ENSMUSG00000002635,22,27,48,26,54,35,64,36
ENSMUSG00000036427,376,503,981,550,527,610,669,1009
ENSMUSG00000097660,8,15,2,6,8,4,10,3
ENSMUSG00000086526,5,5,22,5,8,8,2,8
ENSMUSG00000085105,4,8,2,1,3,2,9,6
ENSMUSG00000066571,353,379,749,691,841,799,926,658
ENSMUSG00000108737,21,14,38,35,33,32,50,41
ENSMUSG00000078380,4,2,0,1,1,7,3,0
ENSMUSG00000066568,282,355,709,457,492,597,605,624
ENSMUSG00000108447,20,31,31,15,41,36,10,33
ENSMUSG00000082684,1,0,1,0,0,0,0,3
ENSMUSG00000086184,5,0,0,3,4,4,6,5
ENSMUSG00000108732,8,22,21,21,10,23,23,8
ENSMUSG00000085124,1,1,1,1,1,1,0,3
ENSMUSG00000081863,0,2,0,5,0,0,0,0
ENSMUSG00000086631,4,6,0,4,4,5,0,4
ENSMUSG00000108723,3,9,5,10,3,6,1,5
ENSMUSG00000030499,56,68,139,86,96,165,136,147
ENSMUSG00000085923,7,9,3,0,0,9,0,1
ENSMUSG00000087127,0,8,0,0,0,0,0,0
ENSMUSG00000060402,10,4,13,6,15,15,9,14
ENSMUSG00000063931,45,63,124,78,98,91,87,75
ENSMUSG00000077469,0,0,0,0,0,1,0,2
ENSMUSG00000056216,184,238,388,227,337,337,362,333
ENSMUSG00000108486,12,19,41,7,18,12,18,18
ENSMUSG00000108753,8,6,27,9,17,13,7,7
ENSMUSG00000108333,0,0,0,1,0,0,0,0
ENSMUSG00000108739,1,0,0,1,3,0,0,2
ENSMUSG00000093153,0,1,0,0,0,0,0,0
ENSMUSG00000108657,0,0,0,1,2,0,0,0
ENSMUSG00000088799,0,1,0,0,0,0,1,0
ENSMUSG00000108624,0,3,4,1,3,13,4,0
ENSMUSG00000034957,590,902,1599,1436,1793,2294,1960,1814
ENSMUSG00000108575,3,4,3,1,0,2,1,0
ENSMUSG00000030495,14,9,5,7,6,11,3,15
ENSMUSG00000001802,79,62,226,123,209,165,191,143
ENSMUSG00000088307,3,1,0,1,0,2,0,2
ENSMUSG00000063808,100,100,296,142,172,196,206,223
ENSMUSG00000108704,0,3,0,0,4,1,0,0
ENSMUSG00000030494,18,9,5,12,9,18,7,13
ENSMUSG00000030493,8,22,28,14,11,28,31,21
ENSMUSG00000023072,84,91,177,94,108,122,102,139
ENSMUSG00000100776,0,1,0,1,0,1,0,1
ENSMUSG00000030492,10,9,7,9,1,4,2,7
ENSMUSG00000030491,20,10,3,19,7,10,5,12
ENSMUSG00000100068,9,13,0,7,0,3,3,6
ENSMUSG00000034875,32,14,53,36,62,77,47,53
ENSMUSG00000097509,4,2,2,0,0,2,2,0
ENSMUSG00000056043,13,3,2,4,12,10,3,3
ENSMUSG00000034867,245,333,583,442,449,505,494,475
ENSMUSG00000030417,55,82,175,88,105,114,131,109
ENSMUSG00000043671,132,116,188,118,154,199,140,182
ENSMUSG00000044452,119,153,315,188,224,267,249,251
ENSMUSG00000096990,8,10,0,0,0,3,1,8
ENSMUSG00000044997,0,3,0,3,1,0,1,3
ENSMUSG00000100387,1,2,0,0,0,4,0,0
ENSMUSG00000108711,0,1,0,0,0,0,0,0
ENSMUSG00000066543,5,1,0,4,2,3,1,3
ENSMUSG00000098016,4,6,0,11,3,0,0,0
ENSMUSG00000093359,0,0,0,0,0,0,0,0
ENSMUSG00000093216,0,2,0,0,0,0,0,0
ENSMUSG00000101965,10,4,0,2,2,2,0,2
ENSMUSG00000104330,4,1,2,2,6,0,0,9
ENSMUSG00000021217,222,243,415,201,202,336,226,373
ENSMUSG00000103882,32,31,50,18,68,35,27,72
ENSMUSG00000102516,40,43,64,23,64,30,45,73
ENSMUSG00000104420,19,33,60,27,49,28,23,45
ENSMUSG00000104454,19,16,74,15,34,32,17,44
ENSMUSG00000089273,6,0,0,3,0,0,0,1
ENSMUSG00000101342,0,3,0,1,0,1,0,1
ENSMUSG00000100616,3,2,0,2,4,0,0,0
ENSMUSG00000100905,4,2,0,0,3,2,0,0
ENSMUSG00000099715,6,5,0,11,2,2,1,1
ENSMUSG00000108434,0,0,0,4,1,1,0,0
ENSMUSG00000108507,0,1,0,10,3,0,0,2
ENSMUSG00000108790,4,6,0,6,4,5,0,3
ENSMUSG00000043456,22,22,16,12,9,16,7,15
ENSMUSG00000108330,4,3,0,0,0,0,0,1
ENSMUSG00000108572,9,4,4,10,0,2,1,4
ENSMUSG00000093540,0,3,0,4,3,1,0,2
ENSMUSG00000064591,0,0,0,0,0,0,0,0
ENSMUSG00000030421,135,150,249,157,204,233,217,249
ENSMUSG00000108726,2,0,0,2,0,0,0,0
ENSMUSG00000108334,2,0,0,0,0,2,0,0
ENSMUSG00000002068,16,26,16,27,15,42,56,39
ENSMUSG00000089230,0,0,0,0,0,0,1,0
ENSMUSG00000108332,3,3,16,6,11,16,7,11
ENSMUSG00000054676,40,45,84,67,62,67,102,67
ENSMUSG00000074170,454,420,1127,955,1131,1187,1136,903
ENSMUSG00000030423,76,121,222,193,164,218,251,185
ENSMUSG00000108749,7,10,0,8,6,0,2,0
ENSMUSG00000101410,7,12,0,10,1,0,4,0
ENSMUSG00000101548,4,11,0,5,2,16,0,2
ENSMUSG00000100374,11,4,0,8,2,4,0,3
ENSMUSG00000101708,4,1,0,3,1,4,0,1
ENSMUSG00000094848,0,1,1,0,0,0,0,0
ENSMUSG00000102073,11,6,0,14,12,11,1,2
ENSMUSG00000099781,3,0,0,6,0,1,0,4
ENSMUSG00000094920,10,8,0,13,5,3,16,11
ENSMUSG00000099846,6,0,0,1,3,2,0,0
ENSMUSG00000100169,0,2,0,2,0,0,0,3
ENSMUSG00000060565,21,13,0,8,3,10,11,5
ENSMUSG00000099765,16,10,0,13,7,1,3,7
ENSMUSG00000101847,0,0,0,0,0,0,0,0
ENSMUSG00000100810,0,0,0,0,0,0,0,0
ENSMUSG00000095537,0,0,0,0,0,0,0,0
ENSMUSG00000100841,12,4,0,12,4,2,0,7
ENSMUSG00000094233,7,9,0,0,5,3,0,1
ENSMUSG00000100788,3,0,0,3,2,0,0,0
ENSMUSG00000099772,0,0,0,0,0,0,0,0
ENSMUSG00000101855,1,0,0,4,2,4,0,0
ENSMUSG00000094419,0,0,0,0,0,0,0,0
ENSMUSG00000101470,1,6,0,5,1,0,0,3
ENSMUSG00000099981,13,8,0,14,6,14,0,8
ENSMUSG00000096277,3,0,0,0,0,4,0,3
ENSMUSG00000101023,0,1,0,0,0,0,0,2
ENSMUSG00000095053,0,0,0,0,0,0,0,0
ENSMUSG00000101035,0,0,0,0,0,0,0,0
ENSMUSG00000101703,0,1,0,3,2,0,0,0
ENSMUSG00000101454,9,3,0,4,1,8,0,3
ENSMUSG00000102017,10,20,0,16,8,5,6,18
ENSMUSG00000097653,0,0,0,2,0,1,0,0
ENSMUSG00000099951,0,0,0,0,0,0,0,0
ENSMUSG00000096181,0,0,0,0,0,0,0,0
ENSMUSG00000100112,0,0,0,0,0,0,0,0
ENSMUSG00000100721,15,9,0,13,5,11,2,8
ENSMUSG00000053742,8,14,0,10,4,12,2,11
ENSMUSG00000098777,0,0,0,0,0,0,0,0
ENSMUSG00000046372,3,16,0,10,7,5,4,2
ENSMUSG00000030424,48,76,121,56,88,80,74,87
ENSMUSG00000100490,6,0,5,4,2,5,2,7
ENSMUSG00000068959,90,86,248,133,185,218,181,245
ENSMUSG00000104150,3,7,8,10,4,4,3,16
ENSMUSG00000108621,523,596,1135,579,934,890,856,1072
ENSMUSG00000099934,1,6,0,0,4,2,0,8
ENSMUSG00000096980,1,2,0,1,6,0,1,1
ENSMUSG00000074903,6,9,38,14,4,13,26,10
ENSMUSG00000070236,0,3,0,0,0,0,0,0
ENSMUSG00000100912,0,0,0,0,0,0,0,0
ENSMUSG00000101901,1,4,0,3,1,0,1,1
ENSMUSG00000110135,0,3,0,0,0,0,0,0
ENSMUSG00000102085,1,0,0,0,1,0,0,0
ENSMUSG00000100431,0,0,0,2,2,3,0,4
ENSMUSG00000102227,2,5,0,2,2,3,0,7
ENSMUSG00000109083,15,15,0,17,7,20,7,4
ENSMUSG00000102464,1,0,0,5,1,3,0,3
ENSMUSG00000056836,0,0,0,0,0,0,0,0
ENSMUSG00000101153,1,1,0,2,0,3,0,0
ENSMUSG00000087914,0,0,0,0,0,0,4,0
ENSMUSG00000100650,0,4,0,0,0,5,0,0
ENSMUSG00000102004,3,8,0,3,1,9,0,16
ENSMUSG00000100600,14,9,0,8,3,4,1,9
ENSMUSG00000108672,0,0,0,0,1,3,0,4
ENSMUSG00000101643,1,3,0,5,0,2,0,1
ENSMUSG00000084473,0,0,0,1,1,0,0,0
ENSMUSG00000039257,6,3,9,2,1,1,0,4
ENSMUSG00000099768,13,7,0,8,4,6,1,0
ENSMUSG00000091692,5,7,0,14,5,8,0,4
ENSMUSG00000108397,2,0,0,2,0,1,0,0
ENSMUSG00000108364,1,0,0,1,2,2,0,2
ENSMUSG00000048312,10,7,0,21,0,7,1,10
ENSMUSG00000100732,0,0,0,0,0,0,0,3
ENSMUSG00000108661,1,1,0,1,3,0,4,1
ENSMUSG00000108490,0,2,0,0,2,1,0,2
ENSMUSG00000102113,0,0,0,1,1,2,0,0
ENSMUSG00000108619,0,0,0,2,0,0,0,0
ENSMUSG00000101195,15,11,0,13,8,10,0,3
ENSMUSG00000101650,5,0,0,0,4,5,0,0
ENSMUSG00000108754,5,1,0,1,2,0,0,0
ENSMUSG00000072259,8,14,0,10,11,3,2,5
ENSMUSG00000078737,17,15,0,9,6,4,0,18
ENSMUSG00000100376,0,0,0,0,0,0,0,1
ENSMUSG00000099657,8,5,0,13,5,5,0,2
ENSMUSG00000099979,6,3,0,4,4,0,0,0
ENSMUSG00000108395,0,0,0,0,1,2,0,0
ENSMUSG00000101196,10,3,3,7,7,6,3,0
ENSMUSG00000108779,0,3,0,0,1,0,0,2
ENSMUSG00000049062,3,4,0,5,1,0,0,0
ENSMUSG00000108340,2,0,0,0,0,0,0,0
ENSMUSG00000099511,0,0,0,0,0,2,0,0
ENSMUSG00000092031,5,11,0,4,6,2,0,21
ENSMUSG00000101449,0,1,0,0,0,0,0,2
ENSMUSG00000082080,5,1,0,14,0,14,1,0
ENSMUSG00000056383,57,46,116,45,94,93,125,57
ENSMUSG00000091864,0,5,0,0,0,0,0,0
ENSMUSG00000092592,5,1,2,4,2,4,6,8
ENSMUSG00000066537,0,0,0,1,0,1,0,5
ENSMUSG00000108312,1,3,0,0,0,0,0,0
ENSMUSG00000074166,26,19,55,22,34,59,42,61
ENSMUSG00000083500,6,1,1,5,1,7,0,4
ENSMUSG00000090744,0,0,0,0,3,1,0,0
ENSMUSG00000090341,3,0,0,0,0,0,0,0
ENSMUSG00000108482,3,3,0,5,1,0,0,3
ENSMUSG00000091474,46,70,143,69,76,124,100,143
ENSMUSG00000074165,41,78,145,69,85,111,114,120
ENSMUSG00000091401,1,0,0,1,0,1,0,0
ENSMUSG00000074164,5,15,0,7,3,7,0,10
ENSMUSG00000091004,1,1,0,0,1,0,0,0
ENSMUSG00000092193,3,2,0,0,0,1,0,7
ENSMUSG00000092538,0,0,0,0,0,0,0,0
ENSMUSG00000092451,5,1,0,3,0,0,5,1
ENSMUSG00000090383,5,2,0,2,1,0,1,0
ENSMUSG00000092328,4,6,0,3,0,1,2,1
ENSMUSG00000092032,0,0,0,0,0,2,0,1
ENSMUSG00000092281,2,5,2,6,10,6,1,12
ENSMUSG00000083623,7,1,0,15,11,6,1,7
ENSMUSG00000048574,2,1,0,3,3,2,0,0
ENSMUSG00000090619,6,7,0,5,1,1,0,6
ENSMUSG00000092257,1,0,0,0,0,4,0,5
ENSMUSG00000108562,0,0,0,0,0,0,0,0
ENSMUSG00000090967,2,2,0,0,1,2,3,0
ENSMUSG00000092370,0,0,0,0,0,1,0,0
ENSMUSG00000092411,0,0,0,0,1,1,0,0
ENSMUSG00000092382,1,0,0,0,0,0,0,0
ENSMUSG00000070621,0,0,0,0,0,0,0,0
ENSMUSG00000030463,3,0,0,6,6,0,7,3
ENSMUSG00000092301,2,0,0,2,1,4,0,0
ENSMUSG00000092416,61,48,107,99,80,77,85,103
ENSMUSG00000092505,0,1,0,0,0,2,0,2
ENSMUSG00000108491,0,0,0,0,0,0,0,1
ENSMUSG00000108446,7,8,2,8,5,2,1,1
ENSMUSG00000094462,0,0,0,0,0,0,0,0
ENSMUSG00000092335,0,3,2,4,2,4,1,4
ENSMUSG00000076180,7,0,0,0,0,3,0,11
ENSMUSG00000074158,19,18,36,41,33,46,40,46
ENSMUSG00000069727,43,42,109,66,83,90,84,66
ENSMUSG00000091594,0,2,0,0,1,6,0,0
ENSMUSG00000092554,0,0,0,5,1,1,0,0
ENSMUSG00000092238,0,0,0,1,0,0,0,0
ENSMUSG00000091926,2,1,0,1,0,2,0,1
ENSMUSG00000092225,3,1,0,8,0,1,3,0
ENSMUSG00000092191,1,2,0,2,2,1,2,1
ENSMUSG00000090751,6,3,0,1,1,8,0,0
ENSMUSG00000080892,2,1,0,0,1,0,0,0
ENSMUSG00000044609,0,0,0,2,2,1,0,0
ENSMUSG00000076190,0,0,0,1,0,0,0,0
ENSMUSG00000091528,4,3,0,9,9,2,0,3
ENSMUSG00000108666,3,0,0,0,1,0,0,0
ENSMUSG00000107181,3,0,0,1,4,0,0,3
ENSMUSG00000108492,2,0,0,0,0,3,0,0
ENSMUSG00000071952,0,0,0,0,0,0,0,0
ENSMUSG00000064194,4,0,0,9,6,4,3,3
ENSMUSG00000077022,3,10,0,6,1,9,0,1
ENSMUSG00000074887,9,3,0,5,8,2,1,2
ENSMUSG00000012640,108,101,171,160,207,236,185,163
ENSMUSG00000108300,0,0,0,0,0,0,0,0
ENSMUSG00000039013,10,4,0,11,2,2,0,7
ENSMUSG00000070606,0,1,0,4,0,1,0,0
ENSMUSG00000108775,0,0,0,0,2,7,0,0
ENSMUSG00000030468,16,13,0,7,14,13,0,9
ENSMUSG00000097437,0,0,0,0,0,0,0,0
ENSMUSG00000093639,0,0,0,0,0,0,0,0
ENSMUSG00000004613,0,0,0,0,0,0,0,0
ENSMUSG00000004612,1,0,0,2,0,0,0,0
ENSMUSG00000038973,2,2,2,4,1,4,7,4
ENSMUSG00000004610,7,3,3,1,3,3,1,16
ENSMUSG00000107482,0,1,0,0,0,0,0,0
ENSMUSG00000108618,1,2,4,2,7,4,4,2
ENSMUSG00000099210,0,1,0,0,0,0,0,0
ENSMUSG00000070604,19,44,70,46,42,42,37,52
ENSMUSG00000013367,8,11,8,6,17,6,6,5
ENSMUSG00000013353,19,21,0,16,10,13,0,7
ENSMUSG00000108438,0,0,0,0,0,2,0,0
ENSMUSG00000108695,9,7,0,11,5,5,0,7
ENSMUSG00000004609,16,15,4,15,6,14,8,16
ENSMUSG00000108411,0,1,0,0,0,0,0,0
ENSMUSG00000056592,44,76,95,51,86,92,60,93
ENSMUSG00000030469,66,63,153,87,145,177,143,129
ENSMUSG00000055102,5,11,1,6,18,7,2,15
ENSMUSG00000030472,16,12,0,6,8,2,0,12
ENSMUSG00000030474,0,9,0,3,3,0,1,1
ENSMUSG00000108783,0,0,0,0,0,0,0,0
ENSMUSG00000038888,7,12,21,6,12,26,19,18
ENSMUSG00000044737,3,2,1,0,0,2,0,2
ENSMUSG00000108734,2,0,0,1,0,1,0,0
ENSMUSG00000097178,10,11,0,6,1,9,9,0
ENSMUSG00000054046,3,7,0,1,1,5,2,1
ENSMUSG00000108588,0,0,0,1,0,0,0,4
ENSMUSG00000044430,6,1,0,4,1,10,0,3
ENSMUSG00000067616,2,2,0,4,11,6,0,2
ENSMUSG00000030693,4,0,0,3,1,1,0,2
ENSMUSG00000047884,11,10,0,9,1,6,4,13
ENSMUSG00000064023,14,11,0,8,2,7,0,2
ENSMUSG00000030713,4,6,0,8,2,2,0,2
ENSMUSG00000050063,15,15,0,9,4,5,0,5
ENSMUSG00000074155,8,6,0,15,1,0,0,0
ENSMUSG00000108781,1,0,0,2,0,1,0,0
ENSMUSG00000108527,2,0,0,0,1,0,0,0
ENSMUSG00000006948,6,2,0,6,0,2,1,0
ENSMUSG00000108444,16,15,0,23,9,3,3,1
ENSMUSG00000055193,0,1,0,2,0,3,0,0
ENSMUSG00000108432,3,6,0,3,4,5,0,8
ENSMUSG00000060161,1,0,0,0,1,0,0,0
ENSMUSG00000108323,0,0,0,2,0,1,0,5
ENSMUSG00000063089,1,0,0,0,2,6,1,0
ENSMUSG00000108651,3,0,0,2,1,0,0,0
ENSMUSG00000063133,0,3,0,2,1,0,0,1
ENSMUSG00000108746,0,1,0,0,1,0,4,3
ENSMUSG00000059042,2,0,0,3,0,0,0,0
ENSMUSG00000108730,3,6,0,0,1,2,0,0
ENSMUSG00000108602,5,2,0,3,4,2,0,3
ENSMUSG00000044485,2,1,0,0,8,2,0,0
ENSMUSG00000108794,2,0,0,2,0,1,0,0
ENSMUSG00000108539,3,4,0,3,2,2,0,3
ENSMUSG00000053719,4,6,0,3,1,1,0,1
ENSMUSG00000108759,0,0,0,0,0,2,0,1
ENSMUSG00000108339,0,0,0,1,2,0,0,0
ENSMUSG00000108328,2,9,0,1,0,1,0,0
ENSMUSG00000108440,1,0,0,0,1,2,0,0
ENSMUSG00000063177,2,0,0,1,6,5,0,7
ENSMUSG00000108538,0,0,0,0,0,0,0,0
ENSMUSG00000108400,4,5,0,5,3,1,0,0
ENSMUSG00000108498,2,2,0,0,1,0,0,1
ENSMUSG00000108406,1,2,0,0,2,1,4,0
ENSMUSG00000108517,0,0,0,0,0,0,0,0
ENSMUSG00000066516,1,0,0,2,2,3,1,4
ENSMUSG00000108301,0,2,0,0,1,0,0,0
ENSMUSG00000060177,2,2,0,4,0,0,0,2
ENSMUSG00000108796,1,2,0,0,0,2,0,0
ENSMUSG00000108403,0,2,0,0,1,0,0,0
ENSMUSG00000108797,6,0,0,0,0,3,0,0
ENSMUSG00000038968,0,5,0,7,0,0,0,0
ENSMUSG00000108774,3,0,3,1,0,0,0,0
ENSMUSG00000063713,2,3,0,1,2,3,0,0
ENSMUSG00000108727,9,5,0,7,0,1,0,0
ENSMUSG00000066515,1,3,0,0,0,3,0,3
ENSMUSG00000108459,4,1,0,5,1,1,4,8
ENSMUSG00000066513,0,0,0,1,1,0,2,0
ENSMUSG00000108679,0,1,0,0,6,2,0,1
ENSMUSG00000066512,0,0,0,0,0,0,0,0
ENSMUSG00000062073,13,1,0,8,0,6,1,4
ENSMUSG00000063903,0,4,0,1,6,1,0,0
ENSMUSG00000038782,7,5,0,6,0,0,0,4
ENSMUSG00000108622,9,4,0,5,1,5,2,0
ENSMUSG00000088439,3,3,0,1,0,2,0,0
ENSMUSG00000045411,219,248,595,281,397,397,428,570
ENSMUSG00000101166,63,83,190,56,65,68,73,223
ENSMUSG00000080352,0,0,0,0,0,0,0,0
ENSMUSG00000096296,1,2,7,8,2,1,12,10
ENSMUSG00000095472,0,0,0,0,0,0,0,0
ENSMUSG00000080683,0,0,0,0,0,0,0,0
ENSMUSG00000012777,3,8,1,6,1,3,1,1
ENSMUSG00000087376,0,0,0,0,0,0,0,0
ENSMUSG00000108705,3,1,0,3,1,2,0,5
ENSMUSG00000108343,0,0,0,0,4,0,0,1
ENSMUSG00000108512,3,2,12,5,2,3,0,7
ENSMUSG00000004473,186,159,406,329,249,390,517,327
ENSMUSG00000038738,187,138,435,278,376,319,365,347
ENSMUSG00000108719,0,4,0,0,3,3,0,0
ENSMUSG00000008028,18,11,2,25,4,9,0,8
ENSMUSG00000108509,6,3,2,2,3,1,0,1
ENSMUSG00000030731,9,11,22,26,35,15,5,15
ENSMUSG00000108372,13,15,0,14,7,10,5,11
ENSMUSG00000047085,2,3,0,2,0,2,0,7
ENSMUSG00000038704,5,1,0,0,1,0,0,0
ENSMUSG00000038695,44,48,112,75,64,77,73,114
ENSMUSG00000098661,0,0,0,0,0,0,0,0
ENSMUSG00000108322,0,1,2,2,5,12,1,0
ENSMUSG00000008140,125,139,257,172,173,187,183,261
ENSMUSG00000051113,15,16,13,7,7,18,9,5
ENSMUSG00000108607,0,5,0,1,0,4,0,1
ENSMUSG00000038670,24,18,9,13,4,1,5,21
ENSMUSG00000008193,10,2,2,6,0,5,0,8
ENSMUSG00000038644,51,86,116,43,70,91,107,135
ENSMUSG00000099330,0,0,0,0,0,0,0,0
ENSMUSG00000109236,2,0,0,0,0,0,0,0
ENSMUSG00000060601,289,364,668,296,409,537,452,521
ENSMUSG00000002204,4,9,0,4,4,3,3,2
ENSMUSG00000109491,0,0,0,3,1,1,0,0
ENSMUSG00000062785,9,8,11,8,12,28,10,17
ENSMUSG00000108832,1,9,3,1,1,2,0,0
ENSMUSG00000030739,38,31,42,31,34,68,25,30
ENSMUSG00000109352,2,1,0,4,0,0,0,5
ENSMUSG00000070574,3,4,0,1,1,3,0,5
ENSMUSG00000066500,1,0,0,1,0,0,0,1
ENSMUSG00000048012,16,18,35,35,26,40,13,23
ENSMUSG00000002205,110,109,219,119,160,132,147,214
ENSMUSG00000109227,1,0,4,0,4,0,2,7
ENSMUSG00000038539,66,72,170,147,135,175,155,157
ENSMUSG00000109511,113,67,123,98,127,125,178,145
ENSMUSG00000074141,13,22,8,15,9,12,6,8
ENSMUSG00000038520,160,262,512,166,311,285,203,419
ENSMUSG00000011096,58,81,207,139,100,121,127,153
ENSMUSG00000076051,0,0,0,0,0,0,0,0
ENSMUSG00000002963,46,57,168,54,94,129,129,96
ENSMUSG00000038502,260,278,630,440,490,626,740,526
ENSMUSG00000002968,382,382,794,487,681,698,581,719
ENSMUSG00000109198,26,13,46,31,57,29,29,55
ENSMUSG00000011658,48,34,109,50,41,57,51,59
ENSMUSG00000060279,164,168,357,283,353,371,344,306
ENSMUSG00000059891,7,7,0,5,7,1,4,2
ENSMUSG00000007783,120,112,249,117,176,189,161,205
ENSMUSG00000109111,11,7,0,10,5,7,10,5
ENSMUSG00000109324,116,132,326,173,159,228,220,239
ENSMUSG00000087138,8,15,13,18,23,9,15,9
ENSMUSG00000003190,44,82,179,38,72,86,88,133
ENSMUSG00000003184,193,215,500,270,346,388,443,344
ENSMUSG00000038406,553,634,1382,701,888,898,979,1175
ENSMUSG00000098839,0,0,2,0,3,2,0,7
ENSMUSG00000038387,206,168,359,230,282,255,340,280
ENSMUSG00000046574,338,363,895,474,573,759,604,718
ENSMUSG00000007837,37,56,88,62,62,99,146,58
ENSMUSG00000003421,76,94,277,108,173,161,186,182
ENSMUSG00000019539,690,705,1721,1136,1088,1320,1636,1287
ENSMUSG00000109947,16,31,26,28,37,20,74,26
ENSMUSG00000003420,524,658,1449,842,912,1174,1203,1011
ENSMUSG00000065495,0,0,0,0,0,0,0,0
ENSMUSG00000110279,4,13,5,9,16,12,18,2
ENSMUSG00000003429,176,175,424,287,251,316,388,304
ENSMUSG00000064767,0,0,0,0,0,0,0,0
ENSMUSG00000074129,55,56,134,61,56,75,78,113
ENSMUSG00000089989,0,0,0,0,0,0,0,0
ENSMUSG00000065818,4,3,5,1,5,2,13,9
ENSMUSG00000065878,9,4,11,3,1,6,4,7
ENSMUSG00000065628,0,0,0,0,0,0,0,0
ENSMUSG00000105913,0,0,0,0,0,0,0,0
ENSMUSG00000065219,8,5,21,3,15,10,21,13
ENSMUSG00000110206,41,60,199,94,133,162,156,113
ENSMUSG00000007833,82,82,115,73,126,95,105,86
ENSMUSG00000003423,62,48,150,88,86,111,121,106
ENSMUSG00000070570,10,15,41,14,12,9,18,17
ENSMUSG00000106470,0,0,0,0,0,0,0,0
ENSMUSG00000095276,8,0,0,6,2,4,0,1
ENSMUSG00000038300,0,0,2,0,0,0,0,0
ENSMUSG00000038292,10,8,2,1,7,6,5,4
ENSMUSG00000030792,1,4,0,0,5,2,0,3
ENSMUSG00000030796,64,71,174,55,91,74,70,153
ENSMUSG00000030798,7,13,0,3,12,13,0,10
ENSMUSG00000094152,5,6,0,1,2,4,3,5
ENSMUSG00000088281,0,0,0,0,0,0,0,0
ENSMUSG00000070568,15,8,0,11,5,0,0,7
ENSMUSG00000038260,147,129,255,129,171,170,204,172
ENSMUSG00000046721,6,16,37,13,8,34,23,15
ENSMUSG00000038239,22,9,25,32,24,52,28,28
ENSMUSG00000003863,28,18,14,20,22,31,18,19
ENSMUSG00000091510,2,1,3,1,0,3,0,6
ENSMUSG00000003872,2,1,5,9,2,13,3,7
ENSMUSG00000110070,0,0,0,0,0,1,0,0
ENSMUSG00000063511,1208,1448,3175,1559,2194,2418,2159,2476
ENSMUSG00000084519,0,0,3,0,0,0,0,0
ENSMUSG00000038201,3,4,0,0,2,4,0,0
ENSMUSG00000074121,11,0,0,0,1,0,2,0
ENSMUSG00000100916,1,0,0,1,0,2,0,0
ENSMUSG00000003868,72,71,150,50,103,109,106,124
ENSMUSG00000003865,84,140,222,161,137,195,164,244
ENSMUSG00000050708,869,1712,2489,1659,1685,1974,2644,2868
ENSMUSG00000076036,0,0,0,0,0,0,0,0
ENSMUSG00000110350,8,12,14,14,9,8,12,3
ENSMUSG00000003873,20,24,45,42,37,37,18,85
ENSMUSG00000109926,0,0,0,0,0,0,0,0
ENSMUSG00000011382,110,142,401,169,236,262,222,203
ENSMUSG00000023467,18,24,1,26,13,23,2,18
ENSMUSG00000030824,790,778,2106,1468,1155,1611,1945,1768
ENSMUSG00000110387,1,1,0,1,0,0,2,0
ENSMUSG00000040435,2265,2146,6191,3580,3115,4096,5576,5240
ENSMUSG00000040428,90,104,284,163,172,198,272,274
ENSMUSG00000110144,0,0,0,1,0,3,0,0
ENSMUSG00000030825,4,10,12,13,8,3,9,12
ENSMUSG00000109644,5,1,0,3,6,8,5,0
ENSMUSG00000030826,68,106,197,159,140,126,176,173
ENSMUSG00000109632,5,1,5,0,2,3,8,2
ENSMUSG00000030827,0,0,1,2,1,2,2,0
ENSMUSG00000008461,13,3,0,3,6,12,0,14
ENSMUSG00000064158,7,1,5,3,1,3,1,3
ENSMUSG00000044562,12,14,5,7,4,7,3,6
ENSMUSG00000109998,0,4,0,1,3,1,0,0
ENSMUSG00000110357,14,5,8,5,9,8,9,5
ENSMUSG00000042918,8,7,7,7,12,13,1,5
ENSMUSG00000055978,10,7,0,19,4,10,6,3
ENSMUSG00000040364,10,1,8,0,3,1,0,3
ENSMUSG00000070564,21,3,3,1,10,7,0,3
ENSMUSG00000003273,8,12,17,2,8,15,7,6
ENSMUSG00000059824,18,43,77,41,75,95,100,69
ENSMUSG00000057342,56,60,164,125,116,128,115,149
ENSMUSG00000059070,278,243,650,297,302,471,488,513
ENSMUSG00000054161,15,8,34,27,26,22,57,50
ENSMUSG00000070563,3,4,0,0,0,0,0,0
ENSMUSG00000003271,9,6,2,11,15,9,5,15
ENSMUSG00000109602,4,7,0,8,2,3,4,2
ENSMUSG00000062044,10,10,1,9,2,8,6,7
ENSMUSG00000003269,339,300,800,434,446,585,536,607
ENSMUSG00000110197,0,3,12,1,4,0,22,15
ENSMUSG00000058743,4,5,12,9,3,4,1,7
ENSMUSG00000053801,18,45,22,34,36,30,43,59
ENSMUSG00000110020,9,3,0,3,10,5,5,1
ENSMUSG00000002771,45,31,75,64,75,51,112,68
