,gene_id,gene_name
38779,ENSMUSG00000021874,4933413J09Rik
38780,ENSMUSG00000089978,Crb1-ps
38781,ENSMUSG00000090104,Slmapos2
38782,ENSMUSG00000021870,Slmap
38783,ENSMUSG00000065864,Gm24031
38784,ENSMUSG00000078128,Gm2178
38785,ENSMUSG00000107452,Gm18215
38786,ENSMUSG00000107911,Gm7565
38787,ENSMUSG00000040818,Dennd6a
38788,ENSMUSG00000090861,Arf4os
38789,ENSMUSG00000021877,Arf4
38790,ENSMUSG00000043702,Pde12
38791,ENSMUSG00000098751,Mir7672
38792,ENSMUSG00000096052,9930004E17Rik
38793,ENSMUSG00000021879,Dnah12
38794,ENSMUSG00000021898,Asb14
38795,ENSMUSG00000040760,Appl1
38796,ENSMUSG00000040726,Hesx1
38797,ENSMUSG00000040717,Il17rd
38798,ENSMUSG00000021895,Arhgef3
38799,ENSMUSG00000093034,Gm23633
38800,ENSMUSG00000040651,Fam208a
38801,ENSMUSG00000046753,Ccdc66
38802,ENSMUSG00000088615,Gm22485
38803,ENSMUSG00000064836,Gm25697
38804,ENSMUSG00000040640,Erc2
38805,ENSMUSG00000109849,Gm45645
38806,ENSMUSG00000021994,Wnt5a
38807,ENSMUSG00000097002,Gm2670
38808,ENSMUSG00000021991,Cacna2d3
38809,ENSMUSG00000088682,Gm23999
38810,ENSMUSG00000045776,Lrtm1
38811,ENSMUSG00000075245,Gm6043
38812,ENSMUSG00000042682,Selenok
38813,ENSMUSG00000015971,Actr8
38814,ENSMUSG00000104926,Mir6947
38815,ENSMUSG00000015966,Il17rb
38816,ENSMUSG00000015970,Chdh
38817,ENSMUSG00000015968,Cacna1d
38818,ENSMUSG00000021962,Dcp1a
38819,ENSMUSG00000021957,Tkt
38820,ENSMUSG00000093156,Mir3076
38821,ENSMUSG00000021948,Prkcd
38822,ENSMUSG00000052395,Rft1
38823,ENSMUSG00000006527,Sfmbt1
38824,ENSMUSG00000087653,1700087M22Rik
38825,ENSMUSG00000081850,Gm15667
38826,ENSMUSG00000006526,Tmem110
38827,ENSMUSG00000042485,Mustn1
38828,ENSMUSG00000021922,Itih4
38829,ENSMUSG00000006522,Itih3
38830,ENSMUSG00000006529,Itih1
38831,ENSMUSG00000021918,Nek4
38832,ENSMUSG00000021917,Spcs1
38833,ENSMUSG00000021916,Glt8d1
38834,ENSMUSG00000042354,Gnl3
38835,ENSMUSG00000077212,Snord69
38836,ENSMUSG00000087912,Gm24916
38837,ENSMUSG00000077797,Snord19
38838,ENSMUSG00000042323,Pbrm1
38839,ENSMUSG00000090305,Gm5459
38840,ENSMUSG00000058351,Smim4
38841,ENSMUSG00000071547,Nt5dc2
38842,ENSMUSG00000042286,Stab1
38843,ENSMUSG00000021910,Nisch
38844,ENSMUSG00000091898,Tnnc1
38845,ENSMUSG00000021904,Sema3g
38846,ENSMUSG00000021902,Phf7
38847,ENSMUSG00000021901,Bap1
38848,ENSMUSG00000019027,Dnah1
38849,ENSMUSG00000021893,Capn7
38850,ENSMUSG00000021892,Sh3bp5
38851,ENSMUSG00000021891,Mettl6
38852,ENSMUSG00000021890,Eaf1
38853,ENSMUSG00000057606,Colq
38854,ENSMUSG00000089241,Gm24057
38855,ENSMUSG00000021884,Hacl1
38856,ENSMUSG00000021900,Btd
38857,ENSMUSG00000014496,Ankrd28
38858,ENSMUSG00000093191,Gm22876
38859,ENSMUSG00000046005,D830044D21Rik
38860,ENSMUSG00000088487,Gm26045
38861,ENSMUSG00000021903,Galnt15
38862,ENSMUSG00000021905,Dph3
38863,ENSMUSG00000021906,Oxnad1
38864,ENSMUSG00000021907,Msmb
38865,ENSMUSG00000056234,Ncoa4
38866,ENSMUSG00000013701,Timm23
38867,ENSMUSG00000077611,Gm23946
38868,ENSMUSG00000021911,Parg
38869,ENSMUSG00000091570,Gm7707
38870,ENSMUSG00000090459,Gm17210
38871,ENSMUSG00000021913,Ogdhl
38872,ENSMUSG00000072473,1700024G13Rik
38873,ENSMUSG00000021919,Chat
38874,ENSMUSG00000100241,Slc18a3
38875,ENSMUSG00000097794,Gm2990
38876,ENSMUSG00000054051,Ercc6
38877,ENSMUSG00000041730,Prrxl1
38878,ENSMUSG00000071540,3425401B19Rik
38879,ENSMUSG00000101086,Gm28651
38880,ENSMUSG00000041707,1810011H11Rik
38881,ENSMUSG00000078127,Fam170b
38882,ENSMUSG00000050666,Vstm4
38883,ENSMUSG00000098236,Gm7734
38884,ENSMUSG00000051506,Wdfy4
38885,ENSMUSG00000041673,Lrrc18
38886,ENSMUSG00000077612,Gm25498
38887,ENSMUSG00000063506,Arhgap22
38888,ENSMUSG00000087639,Gm15512
38889,ENSMUSG00000021936,Mapk8
38890,ENSMUSG00000108841,Frmpd2
38891,ENSMUSG00000021940,Ptpn20
38892,ENSMUSG00000064446,Gm26228
38893,ENSMUSG00000021943,Gdf10
38894,ENSMUSG00000072625,Gdf2
38895,ENSMUSG00000041534,Rbp3
38896,ENSMUSG00000044519,Zfp488
38897,ENSMUSG00000072624,Gm5460
38898,ENSMUSG00000095493,A630023A22Rik
38899,ENSMUSG00000047441,Antxrl
38900,ENSMUSG00000021950,Anxa8
38901,ENSMUSG00000088533,Gm24998
38902,ENSMUSG00000048337,Npy4r
38903,ENSMUSG00000078126,Rpl23a-ps3
38904,ENSMUSG00000071531,Gprin2
38905,ENSMUSG00000041479,Syt15
38906,ENSMUSG00000041471,Fam35a
38907,ENSMUSG00000021794,Glud1
38908,ENSMUSG00000043681,Fam25c
38909,ENSMUSG00000023064,Sncg
38910,ENSMUSG00000041445,Mmrn2
38911,ENSMUSG00000021796,Bmpr1a
38912,ENSMUSG00000090779,Gm17110
38913,ENSMUSG00000021797,9230112D13Rik
38914,ENSMUSG00000021798,Ldb3
38915,ENSMUSG00000021799,Opn4
38916,ENSMUSG00000041408,Wapl
38917,ENSMUSG00000097310,A930038B10Rik
38918,ENSMUSG00000041078,Grid1
38919,ENSMUSG00000065481,Mir346
38920,ENSMUSG00000098696,Gm27617
38921,ENSMUSG00000041068,4930596D02Rik
38922,ENSMUSG00000072616,Gm7853
38923,ENSMUSG00000096405,4930474N05Rik
38924,ENSMUSG00000088766,Gm24394
38925,ENSMUSG00000064777,Gm25204
38926,ENSMUSG00000065894,n-R5s46
38927,ENSMUSG00000058690,Ccser2
38928,ENSMUSG00000021804,Rgr
38929,ENSMUSG00000041044,Lrit1
38930,ENSMUSG00000043418,Lrit2
38931,ENSMUSG00000021803,Cdhr1
38932,ENSMUSG00000096001,2610528A11Rik
38933,ENSMUSG00000041028,Ghitm
38934,ENSMUSG00000077306,Gm22469
38935,ENSMUSG00000077786,Gm23909
38936,ENSMUSG00000041014,Nrg3
38937,ENSMUSG00000093556,Gm20641
38938,ENSMUSG00000093528,Nrg3os
38939,ENSMUSG00000098723,Gm27332
38940,ENSMUSG00000093383,Gm20642
38941,ENSMUSG00000101261,1700109I08Rik
38942,ENSMUSG00000074553,Eif1-ps1
38943,ENSMUSG00000089021,Gm25012
38944,ENSMUSG00000077019,Gm22191
38945,ENSMUSG00000088714,Gm22726
38946,ENSMUSG00000095140,Gm24388
38947,ENSMUSG00000098169,Gm5205
38948,ENSMUSG00000037833,Sh2d4b
38949,ENSMUSG00000037824,Tspan14
38950,ENSMUSG00000021792,Fam213a
38951,ENSMUSG00000021791,Dydc2
38952,ENSMUSG00000021790,Dydc1
38953,ENSMUSG00000037798,Mat1a
38954,ENSMUSG00000021789,Sftpa1
38955,ENSMUSG00000037780,Mbl1
38956,ENSMUSG00000021795,Sftpd
38957,ENSMUSG00000092055,Gm7925
38958,ENSMUSG00000094710,Gm22823
38959,ENSMUSG00000091110,Gm2832
38960,ENSMUSG00000091808,Gm9671
38961,ENSMUSG00000094925,Gm5798
38962,ENSMUSG00000091847,Gm2855
38963,ENSMUSG00000091131,Gm7945
38964,ENSMUSG00000092142,Gm6482
38965,ENSMUSG00000091486,Gm7953
38966,ENSMUSG00000093863,Gm7954
38967,ENSMUSG00000091016,Gm2878
38968,ENSMUSG00000090505,Gm3486
38969,ENSMUSG00000079266,Gm6490
38970,ENSMUSG00000090519,Gm17061
38971,ENSMUSG00000093833,Gm7970
38972,ENSMUSG00000072613,1700049E17Rik2
38973,ENSMUSG00000091470,Gm17159
38974,ENSMUSG00000091657,Gm3072
38975,ENSMUSG00000091146,Gm3077
38976,ENSMUSG00000079269,Gm3676
38977,ENSMUSG00000091281,Gm8065
38978,ENSMUSG00000095518,Gm8068
38979,ENSMUSG00000091740,Gm7929
38980,ENSMUSG00000092027,Gm17062
38981,ENSMUSG00000095551,Gm7980
38982,ENSMUSG00000079271,1700049E17Rik1
38983,ENSMUSG00000052334,1700024B05Rik
38984,ENSMUSG00000052790,Gm9890
38985,ENSMUSG00000095044,Gm6401
38986,ENSMUSG00000093945,Gm3543
38987,ENSMUSG00000091031,Gm17063
38988,ENSMUSG00000090772,Gm2930
38989,ENSMUSG00000091116,Gm7991
38990,ENSMUSG00000090462,1700091H14Rik
38991,ENSMUSG00000095490,Gm7951
38992,ENSMUSG00000091757,Gm17064
38993,ENSMUSG00000093926,Gm17027
38994,ENSMUSG00000090476,Gm17166
38995,ENSMUSG00000091792,Gm3573
38996,ENSMUSG00000079273,Gm17165
38997,ENSMUSG00000091960,Gm17038
38998,ENSMUSG00000092152,Gm17026
38999,ENSMUSG00000096309,Gm25208
39000,ENSMUSG00000096510,Gm25892
39001,ENSMUSG00000095371,Gm9611
39002,ENSMUSG00000094157,Gm7995
39003,ENSMUSG00000091099,Gm17164
39004,ENSMUSG00000090635,Gm2951
39005,ENSMUSG00000090731,Gm2959
39006,ENSMUSG00000092148,Gm8005
39007,ENSMUSG00000094954,Gm8011
39008,ENSMUSG00000090481,Gm2966
39009,ENSMUSG00000090690,Gm8020
39010,ENSMUSG00000095318,Gm8024
39011,ENSMUSG00000091788,Gm8032
39012,ENSMUSG00000090351,Gm17204
39013,ENSMUSG00000091140,Gm17124
39014,ENSMUSG00000094563,Gm25228
39015,ENSMUSG00000093807,Gm23620
39016,ENSMUSG00000095113,Gm3633
39017,ENSMUSG00000093948,Gm10378
39018,ENSMUSG00000090975,Gm17162
39019,ENSMUSG00000091627,Gm5929
39020,ENSMUSG00000090742,Gm3008
39021,ENSMUSG00000091741,Gm17161
39022,ENSMUSG00000095466,Gm3015
39023,ENSMUSG00000090333,Gm3025
39024,ENSMUSG00000095226,Gm10377
39025,ENSMUSG00000079272,Gm7152
39026,ENSMUSG00000094804,Gm21977
39027,ENSMUSG00000090947,Gm3102
39028,ENSMUSG00000094349,Gm8082
39029,ENSMUSG00000091286,Gm3111
39030,ENSMUSG00000072605,Gm10376
39031,ENSMUSG00000090396,Gm6536
39032,ENSMUSG00000091961,Gm3123
39033,ENSMUSG00000091733,Gm8094
39034,ENSMUSG00000096446,Gm8104
39035,ENSMUSG00000090389,Gm7236
39036,ENSMUSG00000090657,Gm8114
39037,ENSMUSG00000090796,Gm3141
39038,ENSMUSG00000094151,Gm7233
39039,ENSMUSG00000090385,Gm7316
39040,ENSMUSG00000094784,Gm8122
39041,ENSMUSG00000090634,Gm8126
39042,ENSMUSG00000091815,Gm17153
39043,ENSMUSG00000090713,Gm8127
39044,ENSMUSG00000090440,Gm9732
39045,ENSMUSG00000091832,Gm17155
39046,ENSMUSG00000091481,Gm17154
39047,ENSMUSG00000095384,1700001F09Rik
39048,ENSMUSG00000090788,Gm9597
39049,ENSMUSG00000096372,Gm8138
39050,ENSMUSG00000091477,Gm5799
39051,ENSMUSG00000090332,Gm3216
39052,ENSMUSG00000095743,Gm17654
39053,ENSMUSG00000090681,Gm3221
39054,ENSMUSG00000095528,Gm10375
39055,ENSMUSG00000090798,Gm8046
39056,ENSMUSG00000090821,Gm8161
39057,ENSMUSG00000093968,Gm8165
39058,ENSMUSG00000091990,Gm9672
39059,ENSMUSG00000091216,Gm17208
39060,ENSMUSG00000049235,Gm7324
39061,ENSMUSG00000091718,Gm16506
39062,ENSMUSG00000091698,Gm6526
39063,ENSMUSG00000091911,Gm9587
39064,ENSMUSG00000091584,Gm8180
39065,ENSMUSG00000072601,Ear1
39066,ENSMUSG00000089654,Ear-ps12
39067,ENSMUSG00000093889,Ang-ps2
39068,ENSMUSG00000072600,Ear-ps9
39069,ENSMUSG00000089816,Ear-ps8
39070,ENSMUSG00000095873,Ang-ps3
39071,ENSMUSG00000090166,Ear10
39072,ENSMUSG00000089901,Gm8113
39073,ENSMUSG00000090265,Gm9550
39074,ENSMUSG00000053961,Ang5
39075,ENSMUSG00000089754,Ear-ps7
39076,ENSMUSG00000090109,Ear-ps10
39077,ENSMUSG00000072598,Ang6
39078,ENSMUSG00000090051,Gm8194
39079,ENSMUSG00000090249,Gm3287
39080,ENSMUSG00000072599,Ear-ps2
39081,ENSMUSG00000090180,Ang-ps1
39082,ENSMUSG00000090259,Gm16545
39083,ENSMUSG00000072596,Ear2
39084,ENSMUSG00000090594,Gm3327
39085,ENSMUSG00000091048,Gm8207
39086,ENSMUSG00000072595,4930503E14Rik
39087,ENSMUSG00000094543,Gm8212
39088,ENSMUSG00000091725,Gm8220
39089,ENSMUSG00000091707,Gm8224
39090,ENSMUSG00000079267,Gm5930
39091,ENSMUSG00000090379,Gm8229
39092,ENSMUSG00000092144,Gm3370
39093,ENSMUSG00000090716,Gm3371
39094,ENSMUSG00000091569,Gm8232
39095,ENSMUSG00000096081,Gm21991
39096,ENSMUSG00000072574,Gm17184
39097,ENSMUSG00000072145,BC061237
39098,ENSMUSG00000091429,Gm17093
39099,ENSMUSG00000091466,Gm17183
39100,ENSMUSG00000092165,Gm5624
39101,ENSMUSG00000091122,Gm8247
39102,ENSMUSG00000072594,Gm16439
39103,ENSMUSG00000091605,Gm8256
39104,ENSMUSG00000090736,Gm9593
39105,ENSMUSG00000079265,Gm8257
39106,ENSMUSG00000093949,Gm21754
39107,ENSMUSG00000091453,Gm6541
39108,ENSMUSG00000091923,Gm8267
39109,ENSMUSG00000091011,Gm17187
39110,ENSMUSG00000090365,Gm17070
39111,ENSMUSG00000071489,Ptgdr
39112,ENSMUSG00000085500,Gm16976
39113,ENSMUSG00000105372,Mir327
39114,ENSMUSG00000075042,4930431P03Rik
39115,ENSMUSG00000090709,Gm17173
39116,ENSMUSG00000037759,Ptger2
39117,ENSMUSG00000021830,Txndc16
39118,ENSMUSG00000082463,Gm15765
39119,ENSMUSG00000049092,Gpr137c
39120,ENSMUSG00000021831,Ero1l
39121,ENSMUSG00000021832,Psmc6
39122,ENSMUSG00000053205,Styx
39123,ENSMUSG00000037722,Gnpnat1
39124,ENSMUSG00000096383,Gm25353
39125,ENSMUSG00000037712,Fermt2
39126,ENSMUSG00000088769,Gm22637
39127,ENSMUSG00000085913,Gm15601
39128,ENSMUSG00000037697,Ddhd1
39129,ENSMUSG00000093167,Mir5131
39130,ENSMUSG00000086124,A530076I17Rik
39131,ENSMUSG00000082662,Gm15516
39132,ENSMUSG00000082475,Gm7206
39133,ENSMUSG00000085866,Gm15218
39134,ENSMUSG00000084276,Gm8317
39135,ENSMUSG00000081840,Gm15220
39136,ENSMUSG00000083169,Gm6580
39137,ENSMUSG00000102763,Gm37257
39138,ENSMUSG00000044285,Gm1821
39139,ENSMUSG00000079261,Gm15217
39140,ENSMUSG00000021835,Bmp4
39141,ENSMUSG00000086746,Gm15222
39142,ENSMUSG00000086168,Gm15221
39143,ENSMUSG00000085380,E130120K24Rik
39144,ENSMUSG00000085123,Rubie
39145,ENSMUSG00000037628,Cdkn3
39146,ENSMUSG00000015759,Cnih1
39147,ENSMUSG00000062014,Gmfb
39148,ENSMUSG00000061510,Gm10101
39149,ENSMUSG00000055128,Cgrrf1
39150,ENSMUSG00000021838,Samd4
39151,ENSMUSG00000099036,Mir378c
39152,ENSMUSG00000089870,Gm15562
39153,ENSMUSG00000072589,Gm10371
39154,ENSMUSG00000037580,Gch1
39155,ENSMUSG00000037572,Wdhd1
39156,ENSMUSG00000084648,Gm24378
39157,ENSMUSG00000048379,Socs4
39158,ENSMUSG00000021840,Mapk1ip1l
39159,ENSMUSG00000050335,Lgals3
39160,ENSMUSG00000037544,Dlgap5
39161,ENSMUSG00000037536,Fbxo34
39162,ENSMUSG00000037526,Atg14
39163,ENSMUSG00000021843,Ktn1
39164,ENSMUSG00000102171,Gm37874
39165,ENSMUSG00000062081,Gm6055
39166,ENSMUSG00000021846,Peli2
39167,ENSMUSG00000063885,Gm6498
39168,ENSMUSG00000080522,Gm23881
39169,ENSMUSG00000098192,Gm3534
39170,ENSMUSG00000036339,Tmem260
39171,ENSMUSG00000087756,Gm23469
39172,ENSMUSG00000021848,Otx2
39173,ENSMUSG00000098682,Otx2os1
39174,ENSMUSG00000095299,Gm25380
39175,ENSMUSG00000093117,Gm22699
39176,ENSMUSG00000087754,Gm23470
39177,ENSMUSG00000061244,Exoc5
39178,ENSMUSG00000036291,Ap5m1
39179,ENSMUSG00000036282,Naa30
39180,ENSMUSG00000021850,1700011H14Rik
39181,ENSMUSG00000021852,Slc35f4
39182,ENSMUSG00000089416,Gm22116
39183,ENSMUSG00000089187,Gm22949
39184,ENSMUSG00000036242,3632451O06Rik
39185,ENSMUSG00000082967,Gm16082
39186,ENSMUSG00000088938,Gm22989
39187,ENSMUSG00000048933,Olfr722
39188,ENSMUSG00000093825,Olfr723
39189,ENSMUSG00000096254,Olfr724
39190,ENSMUSG00000068437,Olfr725
39191,ENSMUSG00000102189,Gm37194
39192,ENSMUSG00000060523,Olfr726
39193,ENSMUSG00000059488,Olfr727
39194,ENSMUSG00000050030,Olfr728
39195,ENSMUSG00000049011,Olfr729
39196,ENSMUSG00000109835,Olfr730
39197,ENSMUSG00000048080,Olfr731
39198,ENSMUSG00000091873,Olfr732
39199,ENSMUSG00000090874,Olfr733
39200,ENSMUSG00000045306,Olfr734
39201,ENSMUSG00000046210,Olfr735
39202,ENSMUSG00000051969,Tlr11
39203,ENSMUSG00000047716,Olfr736
39204,ENSMUSG00000094692,Olfr738
39205,ENSMUSG00000108380,Olfr737-ps1
39206,ENSMUSG00000057903,Olfr739
39207,ENSMUSG00000095917,Olfr740
39208,ENSMUSG00000095765,Olfr741
39209,ENSMUSG00000068431,Olfr742
39210,ENSMUSG00000094285,Olfr743
39211,ENSMUSG00000053815,Olfr744
39212,ENSMUSG00000050028,Olfr745
39213,ENSMUSG00000108510,Gm45192
39214,ENSMUSG00000058188,Olfr746
39215,ENSMUSG00000057179,Olfr747
39216,ENSMUSG00000060084,Olfr748
39217,ENSMUSG00000096731,Gm24316
39218,ENSMUSG00000059069,Olfr749
39219,ENSMUSG00000006288,Ttc5
39220,ENSMUSG00000078125,Gm10916
39221,ENSMUSG00000071470,Ccnb1ip1
39222,ENSMUSG00000092837,Rpph1
39223,ENSMUSG00000036023,Parp2
39224,ENSMUSG00000006281,Tep1
39225,ENSMUSG00000097431,Gm26782
39226,ENSMUSG00000090799,Klhl33
39227,ENSMUSG00000091089,A930018M24Rik
39228,ENSMUSG00000006289,Osgep
39229,ENSMUSG00000088385,Gm24689
39230,ENSMUSG00000035960,Apex1
39231,ENSMUSG00000035953,Tmem55b
39232,ENSMUSG00000021871,Pnp
39233,ENSMUSG00000103730,Gm38316
39234,ENSMUSG00000068417,Pnp2
39235,ENSMUSG00000021872,Rnase10
39236,ENSMUSG00000052382,Rnase9
39237,ENSMUSG00000059648,Rnase11
39238,ENSMUSG00000068407,Rnase12
39239,ENSMUSG00000035932,Olfr750
39240,ENSMUSG00000072115,Ang
39241,ENSMUSG00000021876,Rnase4
39242,ENSMUSG00000072575,Eddm3b
39243,ENSMUSG00000021880,Rnase6
39244,ENSMUSG00000035896,Rnase1
39245,ENSMUSG00000059606,Rnase2b
39246,ENSMUSG00000047894,Ang2
39247,ENSMUSG00000050766,Ear14
39248,ENSMUSG00000047222,Rnase2a
39249,ENSMUSG00000094991,Gm21718
39250,ENSMUSG00000091980,Gm3719
39251,ENSMUSG00000090228,Gm16289
39252,ENSMUSG00000068399,Gm7247
39253,ENSMUSG00000089761,Vmn2r-ps111
39254,ENSMUSG00000000606,Vmn2r88
39255,ENSMUSG00000070448,Vmn2r89
39256,ENSMUSG00000079244,Gm5622
39257,ENSMUSG00000089836,Gm16290
39258,ENSMUSG00000091142,Gm17175
39259,ENSMUSG00000096024,Gm17174
39260,ENSMUSG00000094715,Gm17078
39261,ENSMUSG00000091296,Gm4181
39262,ENSMUSG00000090603,Gm17186
39263,ENSMUSG00000090740,Gm17079
39264,ENSMUSG00000068506,Gm5800
39265,ENSMUSG00000091189,Ear-ps3
39266,ENSMUSG00000060615,Ang4
39267,ENSMUSG00000092107,Ear-ps4
39268,ENSMUSG00000050961,AY358078
39269,ENSMUSG00000091293,Gm6047
39270,ENSMUSG00000099191,Gm27375
39271,ENSMUSG00000091812,Ear-ps5
39272,ENSMUSG00000062148,Ear6
39273,ENSMUSG00000004561,Mettl17
39274,ENSMUSG00000072572,Slc39a2
39275,ENSMUSG00000004558,Ndrg2
39276,ENSMUSG00000008813,Tppp2
39277,ENSMUSG00000068392,Rnase13
39278,ENSMUSG00000004562,Arhgef40
39279,ENSMUSG00000097633,Gm16617
39280,ENSMUSG00000049295,Zfp219
39281,ENSMUSG00000072571,Tmem253
39282,ENSMUSG00000044286,Olfr221
39283,ENSMUSG00000065853,Gm22354
39284,ENSMUSG00000060373,Hnrnpc
39285,ENSMUSG00000057132,Rpgrip1
39286,ENSMUSG00000035726,Supt16
39287,ENSMUSG00000097533,Gm26590
39288,ENSMUSG00000053754,Chd8
39289,ENSMUSG00000093044,Snord8
39290,ENSMUSG00000105868,Gm43766
39291,ENSMUSG00000022159,Rab2b
39292,ENSMUSG00000088979,Gm23758
39293,ENSMUSG00000016831,Tox4
39294,ENSMUSG00000022160,Mettl3
39295,ENSMUSG00000049532,Sall2
39296,ENSMUSG00000064755,Gm26328
39297,ENSMUSG00000095030,Olfr1513
39298,ENSMUSG00000105461,Gm4742
39299,ENSMUSG00000094140,Olfr1512
39300,ENSMUSG00000103010,Gm37504
39301,ENSMUSG00000063867,Olfr1511
39302,ENSMUSG00000063106,Olfr1510
39303,ENSMUSG00000105132,Gm43250
39304,ENSMUSG00000076758,Trav1
39305,ENSMUSG00000035626,Olfr1509
39306,ENSMUSG00000057564,Olfr1508
39307,ENSMUSG00000105343,Gm43512
39308,ENSMUSG00000059887,Olfr1507
39309,ENSMUSG00000106131,Gm36382
39310,ENSMUSG00000104788,Gm36448
39311,ENSMUSG00000076759,Trav2
39312,ENSMUSG00000076760,Trav3-1
39313,ENSMUSG00000106382,Trav4-1
39314,ENSMUSG00000076761,Trav5-1
39315,ENSMUSG00000076762,Trav6-1
39316,ENSMUSG00000105159,Gm42988
39317,ENSMUSG00000104620,Trav7-1
39318,ENSMUSG00000076764,Trav6-2
39319,ENSMUSG00000105533,Trav7d-2
39320,ENSMUSG00000082819,Trav4d-2
39321,ENSMUSG00000096600,Trav6d-3
39322,ENSMUSG00000096746,Trav7d-3
39323,ENSMUSG00000095387,Trav6d-4
39324,ENSMUSG00000094023,Trav7d-4
39325,ENSMUSG00000105920,Gm5408
39326,ENSMUSG00000076770,Trav8d-1
39327,ENSMUSG00000096478,Trav9d-1
39328,ENSMUSG00000095426,Trav6d-5
39329,ENSMUSG00000094792,Trav10d
39330,ENSMUSG00000094176,Trav6d-6
39331,ENSMUSG00000095088,Trav11d
39332,ENSMUSG00000105393,Trav7d-5
39333,ENSMUSG00000095689,Trav12d-1
39334,ENSMUSG00000076778,Trav13d-1
39335,ENSMUSG00000095854,Trav14d-1
39336,ENSMUSG00000105061,Gm6740
39337,ENSMUSG00000096653,Trav15d-1-dv6d-1
39338,ENSMUSG00000106533,Trav3d-2
39339,ENSMUSG00000094914,Trav9d-2
39340,ENSMUSG00000093939,Trav4d-3
39341,ENSMUSG00000094974,Rps19-ps2
39342,ENSMUSG00000104714,Trav5d-2
39343,ENSMUSG00000096129,Trav12d-2
39344,ENSMUSG00000095495,Trav9d-3
39345,ENSMUSG00000105887,Trav5d-3
39346,ENSMUSG00000094607,Trav12d-3
39347,ENSMUSG00000094758,Trav13d-2
39348,ENSMUSG00000095560,Trav14d-2
39349,ENSMUSG00000105953,Trav15d-2-dv6d-2
39350,ENSMUSG00000104613,Gm8704
39351,ENSMUSG00000093953,Trav3d-3
39352,ENSMUSG00000090868,Trav9d-4
39353,ENSMUSG00000096505,Trav4d-4
39354,ENSMUSG00000105386,Gm43104
39355,ENSMUSG00000096106,Trav5d-4
39356,ENSMUSG00000095756,Trav6d-7
39357,ENSMUSG00000105721,C920008G01Rik
39358,ENSMUSG00000104598,Gm30214
39359,ENSMUSG00000095643,Trav13d-3
39360,ENSMUSG00000076795,Trav8d-2
39361,ENSMUSG00000076796,Trav16d-dv11
39362,ENSMUSG00000096329,Trav13d-4
39363,ENSMUSG00000094619,Trav14d-3-dv8
39364,ENSMUSG00000106481,Trav15d-3
39365,ENSMUSG00000095736,Trav7n-4
39366,ENSMUSG00000092251,Trav9n-1
39367,ENSMUSG00000076800,Trav6n-5
39368,ENSMUSG00000095646,Trav10n
39369,ENSMUSG00000076802,Trav6n-6
39370,ENSMUSG00000106259,Trav11n
39371,ENSMUSG00000105629,Trav7n-5
39372,ENSMUSG00000096055,Trav12n-1
39373,ENSMUSG00000104629,Trav13n-1
39374,ENSMUSG00000096827,Trav14n-1
39375,ENSMUSG00000105194,Gm6755
39376,ENSMUSG00000094413,Trav15n-1
39377,ENSMUSG00000105070,Trav3n-2
39378,ENSMUSG00000093813,Trav9n-2
39379,ENSMUSG00000095572,Trav4n-3
39380,ENSMUSG00000096681,Rps19-ps1
39381,ENSMUSG00000105956,Trav5n-2
39382,ENSMUSG00000096531,Trav12n-2
39383,ENSMUSG00000096541,Trav9n-3
39384,ENSMUSG00000105467,Trav5n-3
39385,ENSMUSG00000093915,Trav12n-3
39386,ENSMUSG00000094779,Trav13n-2
39387,ENSMUSG00000093801,Trav14n-2
39388,ENSMUSG00000104915,Trav15n-2
39389,ENSMUSG00000106165,Gm3922
39390,ENSMUSG00000094877,Trav3n-3
39391,ENSMUSG00000094231,Trav9n-4
39392,ENSMUSG00000093969,Trav4n-4
39393,ENSMUSG00000096168,Trav5n-4
39394,ENSMUSG00000095370,Trav6n-7
39395,ENSMUSG00000105080,Trav7n-6
39396,ENSMUSG00000105418,Gm43650
39397,ENSMUSG00000096038,Trav13n-3
39398,ENSMUSG00000076821,Trav8n-2
39399,ENSMUSG00000076822,Trav16n
39400,ENSMUSG00000076823,Trav13n-4
39401,ENSMUSG00000076824,Trav14n-3
39402,ENSMUSG00000105548,Trav15n-3
39403,ENSMUSG00000096417,Trav7-2
39404,ENSMUSG00000076826,Trav4-2
39405,ENSMUSG00000094220,Trav6-3
39406,ENSMUSG00000096908,Trav7-3
39407,ENSMUSG00000094468,Trav6-4
39408,ENSMUSG00000094766,Trav7-4
39409,ENSMUSG00000105666,Gm18711
39410,ENSMUSG00000076831,Trav8-1
39411,ENSMUSG00000096900,Trav9-1
39412,ENSMUSG00000096149,Trav6-5
39413,ENSMUSG00000096551,Trav10
39414,ENSMUSG00000095862,Trav6-6
39415,ENSMUSG00000096615,Trav11
39416,ENSMUSG00000106620,Trav7-5
39417,ENSMUSG00000096825,Trav12-1
39418,ENSMUSG00000076839,Trav13-1
39419,ENSMUSG00000076840,Trav14-1
39420,ENSMUSG00000094016,Trav15-1-dv6-1
39421,ENSMUSG00000104738,Trav3-2
39422,ENSMUSG00000094966,Trav9-2
39423,ENSMUSG00000093966,Trav4-3
39424,ENSMUSG00000104815,Trav5-2
39425,ENSMUSG00000096656,Trav12-2
39426,ENSMUSG00000095958,Trav12-3
39427,ENSMUSG00000076846,Trav13-2
39428,ENSMUSG00000095711,Trav14-2
